codeinsee;localisation;typepav;domaine;entourage;naturesol;datemaj;flux;longitude;latitude
35238;6  allée de Brno;Aérien;Privé;Béton;Béton;;OM;-1.66240187800503;48.1277860457394
35238;RUE PIERRE HENRY TEITGEN ANGLE RUE DES Français LIBRES;Aérien;Public;;;20080523;VE;-1.66875626698135;48.1052686413469
35210;RESIDENCE DU PARC   AVENUE PINAULT;Aérien;Public;;;20080401;OM-MM;-1.78241801059277;48.1480587300963
35238;Rue de Suède (Centre commercial Almadies);Aérien;Public;Sans;Enrobé;20080108;VE;-1.67584245025181;48.0866186230957
35047;Campus de Ker Lann (contour Saint-Exupéry);Aérien;Privé;Sans;Enrobé;20100128;VE;-1.74134372977495;48.0451653862785
35281;RUE DES 25 FUSILLES A COTE DE LA MAIRIE;Aérien;Public;;;20080425;VE;-1.69526318128896;48.090628975289
35238;rue du PRE PERCHE (angle rue TRONJOLLY);Aérien;Public;Sans;Enrobé;20100203;VE;-1.68121479323497;48.1069191507138
35055;Angle Félix Leclerc et Placette Edith Piaf;Enterré;Public;Sans;Métal;20100310;OM-MM-VE;-1.60174710209599;48.084974833473
35240;TERRAIN DE RUGBY ROUTE DE CINTRE;Aérien;Public;;;;VE;-1.80885154444933;48.1031976347984
35210;salle des sports  LE--PONANT- RUE J. BAPTISTE GUERIN;Aérien;Public;;;20080401;VE;-1.77029254161724;48.1439070053871
35238;Rue de Franche-Comté (angle rue d  Alsace);Aérien;Public;Sans;;20080226;VE;-1.70400071956289;48.1233740675964
35238;Rue Eugène Pottier (face allée Pierre Proudhon);Aérien;Public;;;20071210;VE;-1.71206239479679;48.1017272485275
35238;Allée d Estramadure (Centre des Sapeurs Pompiers);Aérien;Privé;;Enrobé;;OM-MM;-1.66233145846179;48.0831748527415
35238;Rue du Cdt Charcot (angle rue Léon Ricottier);Aérien;Public;;;;VE;-1.69204179554755;48.1167055095714
35281;RUE LEO FERRE;Aérien;Public;;;20080425;VE;-1.71596302532249;48.0783836972194
35250;chemin de la Ry (parking salle des fêtes);Aérien;Public;Sans;Enrobé;20100203;VE;-1.59415243072088;48.0141129054811
35081;SERVICES TECHNIQUES;Aérien;Public;;;20080328;VE;-1.8534018248127;48.1781311711804
35051;Déchèterie (Pince Poche  route de Chantepie);Aérien;Public;;;20080314;JM-VE;-1.60404244785112;48.1116016420199
35238;7  square des Hautes Chalais;Aérien;Privé;Palissade bois;Béton;;OM-MM;-1.68058065507572;48.0902311346733
35240;Residence LE BOIS NEL  AVENUE DU CLOS JOURY;Aérien;Public;;;;OM-MM-VE;-1.79969902456104;48.1023773172129
35238;Avenue Aristide Briand (angle boulevard Jeanne d Arc);Aérien;Public;;;;VE;-1.66020246230791;48.1103488730366
35238;14 rue CHARLES DE KERGARIOU;Aérien;Public;Sans;Enrobé;20100203;VE;-1.69865582726976;48.1300514816
35278;KERFLEURY  AVANT LE PONT DE LA ROCADE;Aérien;Public;;;20080424;VE;-1.67204712617701;48.1385838505118
35080;Allée DU PARC Z.A.C. DE BEAUREGARD;Aérien;Public;;;20080328;VE;-1.8745501837232;48.1023272637462
35238;Square Charles-Hercule de Keranflec h;Aérien;Public;;;20080226;VE;-1.70767626647117;48.0987103822428
35238;Rue Marie et Pierre Curie (angle rue J. Défermon des Chapelières);Aérien;Public;;;;VE;-1.69476279902228;48.1158916946459
35238;Rue Michel Gérard (angle rue l Abbé Grégoire);Aérien;Public;;;;VE;-1.64344083940418;48.0892471366661
35353;RUE DU LION D OR ANGLE RUE DU CHAMP PIEL;Aérien;Public;;;20100722;VE;-1.75871995691298;48.1214310680369
35352;RUE DE LA MAILLARDIERE;Aérien;Public;;;;OM-MM-VE;-1.59835649913558;48.0472189159319
35240;PASSAGE DES SPORTS;Aérien;Public;;;;OM-MM-VE;-1.7954626531596;48.1011580163868
35363;SALLE POLYVALENTE RUE DE LA MINE;Aérien;Public;;;20080403;VE;-1.71169690722038;48.0136071596761
35039;La Basse Croix Rouge (devant plate-forme déchets verts);Aérien;Public;Sans;Terre;20100203;VE;-1.48918731482355;48.106167678782
35238;face au n°2  square des Hautes 0urmes;Enterré;Public;Sans;Métal;20100303;OM-MM-VE;-1.65007474827019;48.0885138844148
35238;Boulevard de la Liberté (angle rue du Pré Perché);Aérien;Public;;;;VE;-1.68205809588648;48.1078191252639
35238;Rue de la Marbaudais (angle allée de Maurepas);Aérien;Public;Haie;Gravier;;OM;-1.66270146924302;48.1271275695778
35238;Rue du Capitaine Alfred Dreyfus (angle rue Toullier);Enterré;Public;Sans;Résine;;VE;-1.67593160147879;48.1092804652372
35238;Rue Yann Sohier (angle square Jean-Jacques Rousseau);Aérien;Public;;;;VE;-1.63714822908226;48.1240884961665
35238;Avenue Louis Barthou (angle rue des Français Libres;Aérien;Public;;;;VE;-1.67121427400638;48.1050659554016
35055;RUE PAUL VERLAINE  FACE RUE EDMOND ROSTAND;Aérien;Public;;;;VE;-1.6085030653928;48.0891046935607
35238;Square de Slovaquie (angle cours de Bohème);Enterré;Public;Sans;Métal;;MM-VE;-1.6547667032191;48.0904466865344
35238;Campus de Beaulieu (Bâtiment 33 A);Aérien;Privé;;;;MM;-1.64093960346022;48.1240770303371
35281;RUE DE LA POMMERAIS N°22;Aérien;Public;;;20080425;VE;-1.72045574484083;48.0661852419722
35238;Face au 11  rue de la Marbaudais;Aérien;Public;Haie;Gravier;20100303;OM;-1.66344572339764;48.1253440852529
35281;RUE DU GENERAL DE GAULLE;Aérien;Public;;;20080425;VE;-1.71796103976015;48.0800475146467
35240;PARKING RUE NATIONALE  FACE RESTAURANT LA TABLE RONDE;Aérien;Public;;;20080331;VE;-1.77138934796376;48.0944302878284
35238;10  rue Marc Sangnier;Aérien;Privé;Haie;;;OM-MM;-1.66107500312508;48.0933470324304
35238;Face au n°29  rue du Nivernais;Enterré;Privé;Sans;Métal;20100309;OM-MM;-1.71290863081669;48.1219927673504
35278;AVENUE SAINT VINCENT;Aérien;Public;;;20080424;VE;-1.68286931119059;48.1455482592513
35238;Rue de Trégain (angle rue Charles-Marie Widor);Aérien;Public;Haie;Gravier;;OM-MM;-1.66021459580276;48.1257267327903
35088;;;;;;20080331;VE;-1.56495511539011;47.9932786117538
35238;Face au 61  rue Alexandre Duval;Aérien;Public;;;20080201;VE;-1.69740112504226;48.1036938868921
35024;PLACE DU TREGOR;Aérien;Public;;;20080303;VE;-1.64584863209783;48.1833456826602
35051;LE VERGER VERS ROUTE D ACIGNE;Aérien;Public;;;20080325;VE;-1.61801890654156;48.155807608789
35238;Rue de Hongrie;Aérien;Public;;;;VE;-1.65730994747799;48.0890725143503
35238;26  rue Alexandre Lefas;Aérien;Privé;Sans;Enrobé;;MM;-1.65384505875983;48.1309315839504
35238;Rue Eugène Pottier (face rue Frédéric Cournet);Aérien;Public;;;20071210;VE;-1.71013649809235;48.1035979438548
35238;Passage du Couëdic;Aérien;Public;;;;VE;-1.68299360347049;48.1036993023402
35238;5  rue de l Abbé Lemire;Aérien;Privé;Béton;Béton;;OM;-1.6627842812592;48.1253870432036
35238;Rue Papu (angle rue Louis Guilloux);Aérien;Public;;;20080226;VE;-1.70084257536488;48.111366447034
35238;A l angle de la rue du Gros Chêne (A l entrée du parking);Enterré;Public;Sans;Métal;20091222;OM-MM-VE;-1.66070850185048;48.1252914873467
35238;Contour Sain-Aubin (côté rue de Saint-Malo);Aérien;Public;;;;VE;-1.68066821531086;48.1153219154297
35238;Rue du Bourbonnais (côté boulevard d Anjou);Aérien;Privé;Sans;Enrobé;;OM-MM-VE;-1.71274406234859;48.1206565624897
35238;13  square de Galicie;Aérien;Public;Haie;Béton;;OM-MM-VE;-1.65302067442401;48.0881561378698
35238;8  parc des Balkans;Aérien;Public;Haie;Terre;;OM;-1.65534992221702;48.0850245425655
35238;34  rue Yves Noël;Aérien;Public;Sans;Enrobé;;OM-MM-VE;-1.67645817178155;48.0908045335458
35238;Avenue des Monts d Arrée (angle rue de Paimpol);Aérien;Public;;;;VE;-1.65657097062552;48.1329996840197
35238;47  boulevard Oscar Leroux (angle square Etienne Nicol);Aérien;Public;Haie;Gravier;;OM-MM;-1.66306744574872;48.0916223636406
35334;RUE LARIBOISIERE;Aérien;Public;;;20080425;VE;-1.57198846107365;48.1634953554834
35238;Boulevard de Bulgarie (Centre commercial de Torigné);Aérien;Public;;;20080107;VE;-1.65727290174613;48.0847494071554
35196;COLLECTIFS  OPAC  RUE DES LILAS;Aérien;Public;;;20080331;VE;-1.84241062927459;48.0752676923615
35238;Rue Saint-Martin (angle rue François Menez);Aérien;Public;;;;VE;-1.68056750723446;48.1199893301207
35238;4  square des Hautes Ourmes;Aérien;Public;Grillage - Haie;Terre;;OM-MM;-1.64808029795016;48.0880450737601
35238;Boulevard Saint-Conwoïon (angle cours Raphaël Binet);Aérien;Public;;;20080201;VE;-1.68822967307557;48.104091452192
35281;STADE SALVADOR ALLENDE  RUE DU TEMPLE DE BLOSNE;Aérien;Public;;;20080424;VE;-1.70198484707782;48.0856613194744
35238;Rue de Lorient (angle rue de la Carrière);Aérien;Public;;;20080226;VE;-1.70585387393461;48.1087373076412
35238;Face au 17  square Pierre Merlat;Aérien;Public;;;;VE;-1.65709177628076;48.1214393302338
35238;Place de l Europe;Aérien;Public;Sans;Gravier;;OM-MM-VE;-1.65799569034104;48.1276750725318
35055;MAIL DU CHENE ROUX SUD;Enterré;Public;;;;OM-MM;-1.61045816208313;48.0818450280452
35088;;;;;;20080331;VE;-1.59004909429814;47.9763056520276
35055;Pav positionné au centre de la voie;Enterré;Public;Sans;Métal;20100310;OM-MM;-1.60290468635676;48.0865523136773
35278;LES HAUTES RUELLES  RUE ABBE FILAUX;Aérien;Public;;;20090303;OM-MM;-1.68236201154164;48.1525981309761
35238;Rue de Flandre (angle rue de Lorraine);Aérien;Public;Sans;;20080226;VE;-1.70605836741795;48.1230415553574
35051;LA GAUDAIS  VERS ROUTE D ACIGNE;Aérien;Public;;;20080325;VE;-1.61778909235022;48.1291288984731
35238;Boulevard Albert 1er (parking piscine);Aérien;Public;Sans;Terre;20080108;VE;-1.68941853204854;48.0899487587018
35238;Boulevard du Portugal (angle square du Douro);Aérien;Public;Sans;Enrobé;;OM-MM;-1.66651565299223;48.0834191825553
35238;Rue du Moulin Saint-Martin;Aérien;Public;;;;VE;-1.67550648825055;48.1209819157523
35238;Face au n°18  rue Jean Guéhénno;Aérien;Public;Sans;Enrobé;20100329;VE;-1.67357526391055;48.1174510623112
35238;47  rue Champion de Cicé;Aérien;Public;;;20071210;VE;-1.70450378383151;48.1023417389974
35210;PLACE SAINT MELAINE EGLISE;Aérien;Public;;;20080401;VE;-1.77356812982354;48.1475901107131
35055;RUE MOZART - SUD;Enterré;Public;;;;OM-MM;-1.61076070365282;48.0862375877621
35281;Rue Fernand Braudel;Aérien;Public;Sans;Enrobé;20100702;OM-MM;-1.71512337556745;48.07716602894
35238;Rue du Boberil (angle square de Londres);Aérien;Privé;Haie;Terre et béton;;OM-MM;-1.69264570609497;48.0831630528229
35238;CROUS côté rue Mirabeau;Aérien;Privé;;;;VE;-1.64265932304265;48.1221009465895
35238;21  avenue Jean Janvier;Aérien;Public;;;;VE;-1.67311624956081;48.1067386612895
35238;Boulevard de Lattre de Tassigny (angle allée de Bourg l Evesque;Aérien;Public;;;20080226;VE;-1.68816275403281;48.1139836490376
35278;RUE DE L ODET;Aérien;Public;;;20080424;VE;-1.68861532250217;48.1480930661664
35055;AVENUE DES DEUX RUISSEAUX;Aérien;Public;;;;OM-MM;-1.62040878682893;48.0871277544083
35278;ALPHASIS. ESPACE PERFORMANCE;Aérien;Public;;;20090901;OM;-1.69886971643061;48.1534583991695
35076;RESIDENCE LAMARTINE RUE DE LA CROIX VERTE;Aérien;Public;;;;VE;-1.78945727293416;48.0564635647871
35238;2  square Pierre Merlat;Aérien;Privé;;;;OM-MM;-1.65891156028305;48.1216744706451
35238;Rue Nantaise (côté Pont de Bretagne);Enterré;Public;Sans;Résine;20071217;VE;-1.68513283285159;48.1105959360598
35250;;;;;;20080403;VE;-1.58166065450797;48.0076173907594
35238;Allée d Evora;Aérien;Public;Haie;Enrobé;;OM-MM;-1.67381655958672;48.0834757185975
35240;RUE GEORGES BRASSENS  ILOT B;Aérien;Public;;;;OM-MM-VE;-1.79656548545654;48.100993076498
35238;Rue du Morbihan (angle rue Locmariaquer);Aérien;Public;;;;VE;-1.67070481184707;48.1326167704703
35238;4  allée de Brno;Aérien;Privé;Béton;Béton;;OM;-1.66330129874983;48.1277643821155
35238;face au 1  place de Monténégro;Enterré;Public;Sans;Métal;20100407;OM-MM-VE;-1.65586951634421;48.0886752900467
35039;Rue des Prés Hauts (angle rue de la Loirie);Aérien;Public;Sans;Terre;20100203;VE;-1.48166403667384;48.1058363486004
35238;Rue du Houx (angle allée Saint-Gildas);Aérien;Public;;;20080107;VE;-1.66574777608173;48.1315362966403
35032;VILLAGE LAUNAY GARNIER  ROUTE DE SAINTE ARMEL;Aérien;Public;;;20090907;VE;-1.59432417434164;47.9995631138325
35266;RUE DES LEUZIERES PARC D ACTIVITE;Aérien;Public;;;20080403;VE;-1.65303187229051;48.0224462011432
35238;Rue Michel Gérard (face square Ludovic Trarieux);Aérien;Public;;;;VE;-1.63779912779816;48.0919505948801
35238;13  square des Hautes Chalais;Aérien;Privé;Palissade bois;Béton;20080520;OM-MM;-1.68003547792331;48.0906650828661
35351;RUE DE MONTERFIL RESTAURANT LES GRANDS CHAPUTS;Aérien;Public;;;20080331;VE;-1.93118123867707;48.0698912851867
35238;1  square des Cloteaux;Aérien;Privé;Sans;Béton;;OM-MM;-1.69565482818903;48.0845542318929
35238;15  rue Alexandre Lefas;Aérien;Privé;Sans;Enrobé;;MM;-1.65562355043937;48.1311501828869
35051;Rue de la Rivière (Bâtiment B);Enterré;Public;Sans;Métal;20100331;OM-MM;-1.61959157381999;48.1129105689523
35051;RUE DU PLACIS VERT  FACE C.A.T.;Aérien;Public;;;20080325;VE;-1.60152725413987;48.1255015960645
35238;Avenue de Rochester;Aérien;Public;;;20080107;VE;-1.65289563490934;48.1276985682238
35210;ROUTE DE GEVEZE (local éco) ANGLE RUE DE VERGEAL;Aérien;Public;;;20080403;VE;-1.78459340066139;48.1547486461893
35047;AVENUE DU BOIS DE CARCE;Aérien;Public;;;20080314;VE;-1.72898514639563;48.0252414232305
35055;MAIL CAMILLE CLAUDEL angle allée Romy Schneider;Enterré;Public;;;;OM-MM;-1.60668811277908;48.0847900470825
35055;RUE DU PETIT PRE.face N°4;Aérien;Public;;;;OM-MM;-1.61896008256475;48.0876988608061
35238;Place de la Gare (angle avenue Louis Barthou);Enterré;Public;Sans;Résine;;VE;-1.67197948905698;48.1043465011401
35189;LA VIZEULE;Aérien;Public;;;20080331;OM-MM-VE;-1.70158887033118;48.149039392533
35238;Rue de la Richardière;Aérien;Public;Sans;Enrobé;;OM-VE;-1.67260647647623;48.0931692988471
35238;Face au n°8  rue du Nivernais;Aérien;Public;Sans;Enrobé;20100310;VE;-1.71019504065202;48.1220534294069
35238;13  avenue des Gayeulles;Aérien;Privé;Sans;Enrobé;;MM;-1.65245928847997;48.1303934844914
35240;RESIDENCE DU HAUT BOURG RUE DE L HERMITAGE;Aérien;Public;;;;OM-MM;-1.79814246884573;48.1019009577848
35238;Avenue du Canada (angle avenue d Irlande);Aérien;Public;Sans;Enrobé;20080107;VE;-1.68253560604325;48.0874901624493
35051;Rue du Petit Marias (près des garages);Enterré;Public;Sans;Métal;20090611;OM-MM;-1.6174511966804;48.1128969290806
35210;CAMPAGNE;Aérien;Public;Sans;Gravier;20080403;OM-MM;-1.78740124171822;48.1371555496656
35238;Boulevard Franklin Roosevelt (angle rue Montaigne);Aérien;Public;;;;VE;-1.65792137060665;48.0971280806388
35281;RUE DE LA PILATE  ANGLE RUE DU TEMPLE DE BLOSNE;Aérien;Public;;;20080424;VE;-1.70055116563739;48.0876440359375
35238;7  rue de l Abbé Lemire;Aérien;Privé;Béton;Béton;;OM;-1.66203538004742;48.125088442362
35238;Square Pablo Néruda (face au transformateur);Aérien;Public;;;20080104;VE;-1.67096629286886;48.1371676369132
35238;39  avenue des Gayeulles;Aérien;Privé;Sans;Enrobé;;MM;-1.65225795664312;48.1314627521238
35238;Square du Poitou;Aérien;Public;Sans;;20080226;VE;-1.71496235994417;48.1232431975167
35278;ALPHASIS AVENUE MOULIN DE L OLIVET DEVANT LE C.D.G.35;Aérien;Public;;;20090901;VE;-1.69669842200191;48.1553561936257
35066;RUE CALARASI SARATA;Aérien;Public;;;20080328;OM-MM-VE;-1.70473076498313;48.0414129884202
35238;Rue Saint-Hélier (angle rue Salomon);Aérien;Public;;;20080108;VE;-1.66058679708901;48.1024467167566
35238;19  parc des Balkans;Aérien;Public;Haie;Gravier;;OM-MM;-1.65496166435477;48.0853979182666
35238;Square de Terre Neuve;Aérien;Public;Grillage - Haie;Gravier;;OM-VE;-1.68255674158669;48.085310262741
35278;ALPHASIS. ESPACE PERFORMANCE BD R. SCHUMMAN;Aérien;Public;;;20100326;OM;-1.69640638097846;48.1542161999033
35051;Rue du Parc;Aérien;;Sans;Gravier;20080325;OM-MM;-1.63022664381702;48.1335870378991
35204;VENECELLE;Aérien;Public;Sans;;20080401;VE;-1.52241125158465;48.0277409984929
35238;4  avenue d Italie;Aérien;Public;Viking renforcé;Pavé et gravier;;OM-MM;-1.66839578659028;48.0872896475501
35001;GREBUSSON   (campagne)  ROUTE DE LA BOUEXIERE;Aérien;Public;;;20080229;VE;-1.50820101060943;48.1422848897367
35079;RUE DE LA MOTTE  SALLE POLYVALENTE;Aérien;Public;;;20080328;VE;-1.63328912776399;48.2143704460078
35055;AVENUE DES DEUX RUISSEAUX;Aérien;Public;;;;OM-MM;-1.62146308429833;48.0872092013711
35051;Parking camping-car;Aérien;Public;Sans;Gravier;20080325;OM-MM-VE;-1.59370711187176;48.1160325133207
35238;face au 91  boulevard de Sévigné;Aérien;Public;;;;VE;-1.66248468639274;48.1161414801702
35196;RESIDENCE DES GENETS RUE DES GENETS;Aérien;Public;;;20080331;VE;-1.84006828595783;48.0803552403265
35238;Square Joseph Arrot;Aérien;Public;;;20080226;VE;-1.70839713588464;48.1108172931993
35238;Square Charles Dullin (côté boulevard Georges Clémenceau);Aérien;Public;Viking renforcé;Béton;;OM-MM;-1.68126762116995;48.0941242961065
35055;AVENUE DES DEUX RUISSEAUX  ANGLE RUE DU PETIT PRE;Aérien;Public;;;;OM-MM-VE;-1.61977243969356;48.0877794846795
35047;KER-LAN   (restaurant)  FACE ROUTE DU PARC EXPO;Aérien;Public;;;;VE;-1.73923471556592;48.0547010306091
35196;ALLE DU MOULIN  COMPLEXE SPORTIF;Aérien;Public;;;20080331;VE;-1.84740122796914;48.0694109382246
35238;Face au 3  place Saint-Germain;Enterré;Public;Sans;Résine;;VE;-1.67644211743266;48.1106855973357
35240;Immeubles RUE DES ACQUETS;Aérien;Public;;;;OM-MM-VE;-1.79843520946385;48.0972442824792
35047;RUE DE LA GRESSAUDIERE;Aérien;Public;;;;VE;-1.71866880293499;48.0335521729564
35055;RUE DES LILAS;Aérien;Public;;;;OM-MM-VE;-1.61879845275864;48.0887667411603
35131;Z-I LA HAUTIERE ANGLE RUE DU GRAND CLOS RUE DE MORDELLES;Aérien;Public;;;20080331;VE;-1.82091618303076;48.1206997270288
35238;11  square de Sétubal;Aérien;Public;Haie;Terre;;OM;-1.66828460160229;48.0845922826877
35238;Rue du Boberil (angle 12  square des Cloteaux);Aérien;Privé;Haie;Terre et béton;;OM-MM;-1.69585922898576;48.0835387456304
35047;RUE MARCEL PAGNOL  FACE A LA POSTE;Aérien;Public;;;;VE;-1.74453121722471;48.0244324112539
35059;Déchèterie (route de Montgermont  La Senestrais);Aérien;Public;;;20080428;JM-VE;-1.73556377936816;48.1683477624536
35238;Face au 3  allée de varsovie;Enterré;Public;Sans;Métal;20100104;OM-MM;-1.64840855907509;48.0848791238553
35238;Place Henri Terrière;Aérien;Public;Treillis soudé;Gravier;;OM-MM;-1.68308006160237;48.0837166194747
35238;Résidence Cézembre;;;;;20100310;OM-MM-VE;-1.63427737815405;48.1236812133741
35352;CENTRE DU PATIS FRAUX;Aérien;Public;;;20090303;OM-MM;-1.61000629129804;48.045561225647
35238;Intermarché des Longchamps;Aérien;Public;Sans;Enrobé;;VE;-1.63388393341695;48.1314378332462
35238;Allée de Berne;Enterré;Public;Sans;Métal;;OM-MM;-1.66501398499934;48.0859375241335
35238;39  avenue Jean Janvier;Aérien;Public;;;;VE;-1.67285529601049;48.1057841746333
35238;44 rue FRANCOIS TANGUY-PRIGENT;Aérien;Public;Sans;Enrobé;20100203;VE;-1.70198508216411;48.129036481576
35055;RUE JEAN MOULIN ANGLE ALLEE DES GLIERES;Aérien;Public;;;;OM-MM;-1.61745080927093;48.0931879450191
35281;PLACE ABBE GRIMAULT  AEROPORT;Aérien;Public;;;20080425;VE;-1.71731422368366;48.0675843023296
35238;Rue André Philippe (près cabine téléphonique);Aérien;Public;;;;VE;-1.63385295629273;48.1255055954899
35065;RUE DE QUINEBIS;Aérien;Public;;;20080331;VE;-1.86123618333137;48.1243728463864
35208;RUE ROBERT SURCOUF;Aérien;Public;;;20080401;VE;-1.66966171934656;47.9925847939374
35206;PARKING DU CIMETIERE  RUE DE LA BASTILLE;Aérien;Public;;;20080401;VE;-1.66147077355412;48.0461482648671
35206;SALLE POLYVALENTE  RUE DE VERN;Aérien;Public;;;20080401;VE;-1.65974274577397;48.0441464186096
35238;Rue de Viarmes (angle rue Louis Postel);Aérien;Public;;;;VE;-1.6713233407345;48.1110857590527
35334;;Enterré;Public;Sans;Métal;20100311;VE;-1.57977110935611;48.1592236685718
35250;RUE DES ROSIERS;Aérien;Public;Sans;Terre;20100203;VE;-1.58707696754154;48.0105837774223
35238;3  place de Prague;Aérien;Public;Haie;Béton;;OM-MM;-1.65211930757468;48.0870793503723
35238;Rue des Longs Prés (poste de police);Enterré;Public;Sans;Métal;20100303;OM-MM;-1.6550692407701;48.1324378015892
35055;RUE DU PUITS DURAND;Aérien;Public;;;;VE;-1.616597716848;48.0866621110044
35238;Place Bernanos (côté square Saint-Exupéry);Aérien;Public;;;20080107;VE;-1.66070109477505;48.1239615406985
35334;RUE DU PETIT BOIS;Aérien;Public;;;20080425;VE;-1.59390929822918;48.1294922836805
35238;3  square de Carélie;Aérien;Public;Haie;Terre;;OM-MM;-1.68055153781775;48.086504498846
35238;Déchèterie de Baud (avenue Chardonnet);Aérien;Public;;;;JM-VE;-1.63899706740467;48.1083416331148
35051;CENTRE COMMERCIAL BEAUSOLEIL  COTE RUE DES LILAS;Aérien;Public;;;20080314;VE;-1.6085460733858;48.1174268349541
35351;ROUTE DE LA COMMUNE LOT. DES FRAICHES;Aérien;Public;;;20080331;VE;-1.93323380588225;48.0713256408979
35238;Square de Slovaquie (angle cours de Bohème);Enterré;Public;Sans;Métal;;OM;-1.65477419537033;48.0905454714185
35238;Rue Guillaume Lejean (angle boulevard Alexis Carrel);Aérien;Public;;;;VE;-1.65568999134968;48.116967224085
35240;C.N.R.O.rue des ajoncs fleuris.foyer;Aérien;Public;Haie;Enrobé;;OM-MM-VE;-1.79707914160665;48.1013711681535
35189;RUE DES COURTINES  PRES RUE DE RENNES;Aérien;Public;;;20080331;VE;-1.71090844475482;48.1562506168725
35238;Rue d Espagne (angle allée de Navarre);Enterré;Public;Sans;Métal;;OM-MM-VE;-1.67207754235424;48.0865785330294
35080;LA BELLE ARRIVEE ROUTE DE TALENSAC;Aérien;Public;;;20080328;VE;-1.89533741762256;48.1029839686217
35238;Rue d Armagnac;Aérien;Public;Sans;;20080226;VE;-1.71634001872265;48.1198400440846
35055;MAIL DU CHENE ROUX NORD;Enterré;Public;;;;OM-MM-VE;-1.61046260570344;48.0829793264711
35240;PARKING DE LA NOE;Aérien;Public;;;20100506;VE;-1.79692426286091;48.0998034051264
35238;Square de Stockhölm;Enterré;Public;Sans;Métal;20100303;OM-MM-VE;-1.67882508646992;48.0869917314955
35066;CENTRE CULTUREL RUE ANTOINE CHATEL;Aérien;Public;;;20080328;VE;-1.69427578796086;48.0410217919911
35051;CENTRE COMMERCIAL  CARREFOUR  ROUTE DE PARIS;Aérien;Public;;;20080314;VE;-1.58910789192522;48.1122742035384
35240;Residence du Champ Piquet;Aérien;Public;Haie;Gravier;;OM-MM-VE;-1.8020076246971;48.1009631721081
35059;MAIL DE LA VIENNAIS;Aérien;Public;;;20080331;VE;-1.73442353013366;48.1740633046157
35189;RUE JEAN JAURES;Aérien;Public;;;20080331;OM-MM;-1.71550890570494;48.1528035489675
35131;RUE ERNEST RENAN / ANATOLE LE BRAZ;Aérien;Public;;;20080331;JM-VE;-1.81031908832519;48.1274449449234
35238;Square de Gascogne (angle boulevard d Anjou);Aérien;Public;Sans;;20080226;VE;-1.71358424641277;48.1220174002366
35278;MAISON BLANCHE  AU BORD DE LA ROUTE DE BETTON;Aérien;Public;;;20080424;VE;-1.65506450066081;48.1508782132384
35238;Rue de la Visitation (angle rue de Bertrand);Enterré;Public;Sans;Métal;;VE;-1.67773721232639;48.1137385764858
35238;Rue Jean-François Millet (face rue Pochard);Aérien;Public;;;20080108;VE;-1.63988931493653;48.1016893634893
35051;LA FRINIERE  VERS ROUTE DE LA VICTOIRE;Aérien;Public;;;20080317;VE;-1.59958961629916;48.1361214738238
35238;Avenue des Pays-Bas (angle allée du Gacet);Aérien;Public;Haie;Enrobé;;OM-MM;-1.66124530327142;48.0853278166983
35238;2  allée de Malmoë;Aérien;Public;Haie;Gravier;;OM-MM;-1.68019665199819;48.0874890902968
35353;ue des Glénans (angle rue de Drénec);Aérien;Public;Sans;Gravier;20100707;OM-MM;-1.74967580049091;48.1169186851768
35238;gendarmerie bd clemenceau logements interne face caserne;Aérien;Privé;Sans;Enrobé;20080108;VE;-1.678925842837;48.092912819493
35238;Campus de Beaulieu (Bâtiment 33 C);Aérien;Privé;;;;MM;-1.64214223859296;48.1248645691928
35210;RUE DE STEINSEL (local éco) ANGLE ROUTE DE GEVEZE;Aérien;Public;;;20080401;VE;-1.78790389014754;48.1567682800061
35238;Rue Don Morice;Aérien;Public;Sans;Enrobé;;VE;-1.6627561058696;48.0977825876829
35238;Rue Monseigneur Duchesne;Aérien;Public;;;;VE;-1.664381920771;48.1066138470971
35238;Rue du Doyen Albert Bouzat (face square Yves Lefevre);Aérien;Public;;;;VE;-1.63709480347912;48.1281868957149
35210;AVENUE LEBRIX PARKING COMPLEXE SPORTIF;Aérien;Public;;;20080401;VE;-1.770945634873;48.1531698678751
35334;Rue Hubert Currien;Aérien;Public;Sans;;20100407;OM-MM;-1.57754229254085;48.1492267836557
35238;42  avenue du Canada;Aérien;Public;Sans;Béton;;OM-MM;-1.68260523037952;48.0831296342541
35204;COMPLEXE SPORTIF;Aérien;Public;Sans;Enrobé;20080523;VE;-1.5567350271637;48.0419653980926
35238;Rue Nungesser et Colli (angle rue Le Brix);Aérien;Public;Viking renforcé;Enrobé;;OM-MM;-1.68331051283311;48.0932439054892
35055;RUE MOZART FACE PLACE PUBLIQUE;Enterré;Public;;;;OM-MM-VE;-1.61012754943661;48.0867541055369
35196;AVENUE GEORGES POMPIDOU CIMETIERE;Aérien;Public;;;20080331;VE;-1.84441661465609;48.0754412107611
35238;18  rue Marc Sangnier;Aérien;Privé;Haie;;;OM-MM;-1.65978059253509;48.0932921283637
35278;COLLECTIFS  SQUARE DU VIVIER LOUIS;Aérien;Public;;;20100908;OM-MM;-1.68443634840549;48.1597885709004
35024;AVENUE DE LA HAYE RENAUD;Aérien;Public;;;20090727;VE;-1.63434812417662;48.1805978022227
35238;Rue de la Poterie (angle rue Maurice Hay);Aérien;Public;;;;VE;-1.64998279989519;48.0955975599979
