codeinsee;localisation;typepav;domaine;entourage;naturesol;datemaj;flux;longitude;latitude
35240;Rue Gaston Barbet;Aérien;Public;Sans;Métal;20080826;VE;-1.78677979654666;48.1019960907685
35206;RUE DES POTIERS ROND POINT AV. DES MONTS GAUTIER;Aérien;Public;;;20080401;VE;-1.67695878364901;48.0397490121826
35278;LA BERTECHE  ROUTE DE SAINT GERMAIN;Aérien;Public;;;20080424;VE;-1.68188343151683;48.1652869905441
35238;vers avenue Henri Fréville;Aérien;Public;Béton - Grillage - Haie;Gravier;20100304;OM-MM-VE;-1.6730441370129;48.083816459279
35216;RUE COQUIN  (la perrière);Aérien;Public;;;20080403;VE;-1.82795080522395;48.1888447955045
35238;14  parc des Balkans;Aérien;Public;Haie;Gravier;;OM-MM;-1.65497163789892;48.0858837858345
35238;Allée du Pigeon Blanc;Aérien;Privé;Sans;Enrobé;;OM;-1.69204469650475;48.0884780756964
35051;ALLEE LANCELOT DU LAC;Enterré;Public;;;20080314;MM-VE;-1.63067879669339;48.1138617610622
35066;RUE DES POTERIATS;Aérien;Public;;;20080328;VE;-1.71374130695414;48.0347253464513
35065;RUE DU HAUT VILLAGE;Aérien;Public;;;20080331;VE;-1.86855465901224;48.1263647824259
35240;RUE CHARLES TILLON IMMEUBLE LE CLOS CEZANNE;Aérien;Public;;;;OM-MM-VE;-1.79680118586496;48.098346438924
35238;7  rue Alexandre Lefas;Aérien;Privé;Sans;Enrobé;20071114;MM;-1.65562515298276;48.1308169988405
35051;ALLEE DES ROSIERS;Aérien;Public;;;20080314;VE;-1.62647089424892;48.1151599727892
35278;PARKING DE LA DUCHESSE ANNE;Aérien;Public;;;20090828;VE;-1.68406266780405;48.1518326208372
35281;ALLEE DU CORMIER;Aérien;Public;;;20080424;VE;-1.69787860640417;48.0872889461477
35047;AVENUE DES ROMAINS;Aérien;Public;;;20080314;VE;-1.73972841547165;48.0297779098787
35238;52  boulevard Albert 1er;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.67757640111415;48.0889024326988
35238;Rue Monseigneur Mouézy;Aérien;Public;;;20080108;VE;-1.65137160224414;48.1034900052518
35032;SALLE POLYVALENTE  RUE DE LA MAIRIE;Aérien;Public;;;20090907;VE;-1.6170813512215;47.9904338244084
35047;RUE JULES TRICAULT  PARKING RESTAURANT DE LA GARE;Aérien;Public;;;;VE;-1.74786049709684;48.0301513062799
35238;13  avenue du Canada;Aérien;Public;Sans;Enrobé;;OM-MM;-1.68175140381078;48.0877869533049
35266;PLACE DE LA MAIRIE;Aérien;Public;;;20080403;VE;-1.65125475889391;48.017675380286
35047;RUE DES COUDRAY  RUE MARQUER;Aérien;Public;;;;VE;-1.75936441545923;48.0232300270729
35278;CENTRE COMMERCIAL   LES FORGES;Aérien;Public;;;20080424;VE;-1.68564395538824;48.1511826243047
35210;ESPACE LE GOFFIC AV. CHARLES LE GOFFIC;Aérien;Public;;;20080401;VE;-1.77418111865915;48.1485317254608
35238;Face au 19  avenue Winston Churchill;Aérien;Public;Sans;;20080226;VE;-1.70841798551585;48.1199493748683
35238;Rue Vasselot;Enterré;Public;Sans;Métal;20080826;OM-MM-VE;-1.67724260501616;48.1085657326759
35051;RUE DU GRAND DOMAINE  ANGLE RUE DE LA CHESNAIE;Aérien;Public;;;20080325;VE;-1.59361102198411;48.1242245219384
35238;Rue Louis Guilloux (côté avenue du Mail François Mitterand);Aérien;Public;;;20080226;VE;-1.69625628569195;48.1083806714209
35206;Allée DES ROSES - PLACE DES HORIZONS;Aérien;Public;;;20080401;VE;-1.66253243080182;48.0416087598218
35065;Salle Socio Culturelle;Aérien;Public;;;20080331;VE;-1.86594938623419;48.1232534341602
35238;Rue du Nivernais (face au n° 23);Enterré;Privé;Sans;Béton;20100309;OM;-1.71222715963529;48.1219849602936
35238;14  allée des Asturies;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.67304321068985;48.0847897402664
35278;rue Christophe Colomb (angle route du bout du Monde);Aérien;Public;Sans;Gravier;20100218;VE;-1.67565033056345;48.1561255262391
35238;Rue de Redon (angle rue Claude Bernard);Aérien;Public;;;20080225;VE;-1.69240224667485;48.1050775157349
35238;14  avenue du Canada;Aérien;Public;Sans;Enrobé;;OM;-1.68247308750709;48.08808634955
35238;Rue du Boberil (angle square du Menou);Aérien;Privé;Haie;Enrobé;;OM-MM-VE;-1.69621421292789;48.0834364920612
35238;Campus de Beaulieu (Cité Mirabeau);Aérien;Privé;;;;MM;-1.64463376269196;48.1227812367222
35281;;Aérien;Public;Sans;Terre et béton;20100310;OM-MM-VE;-1.71366704841856;48.0771364749071
35238;Square du Cormier (angle boulevard Oscar Leroux);Aérien;Public;Haie;Terre;;OM-MM;-1.6596257837295;48.0912535390941
35278;ALPHASIS. COTE MOULIN DE L OLIVET;Aérien;Public;;;20090901;OM;-1.69808252053433;48.1554712985437
35238;Square de Narvik;Aérien;Public;Grillage - Haie;Terre;;OM-MM;-1.68252358031385;48.086283826118
35250;;;;;;20080403;VE;-1.58990749830194;48.0081760574017
35238;Rue Georges Cadoudal (angle rue Frédéric Sacher);Aérien;Public;;;20080226;VE;-1.69481698763026;48.1120895434267
35238;2  square de la Grande Charbonnière;Aérien;Public;;;;VE;-1.6466455921979;48.1232441397281
35238;Rue du VIEUX COURS (angle boulevard de la LIBERTE);Aérien;Public;Sans;Enrobé;20100203;VE;-1.67907134383684;48.1072298165799
35206;RUE XAVIER GRAAL (collectifs);Aérien;Public;;;20080401;OM-MM;-1.67216027438277;48.0376647985785
35210;AVENUE CHARLES LE GOFFIC VERS PARTHENAY;Aérien;Public;;;20080403;VE;-1.78288060006758;48.1529267676811
35334;RUE DU MOULIN;Aérien;Public;;;20080425;VE;-1.57781728616268;48.152372579817
35080;Parking SUPER MARCHE PROXI  RUE DES HORTENSIAS;Aérien;Public;;;20080328;VE;-1.86942061348371;48.1061963791191
35055;RUE DE BEAUVOIR  ROUTE DE CESSON;Aérien;Public;;;;VE;-1.60797526783578;48.092282695113
35055;LA MAINGRETAIS;Aérien;Public;;;20071129;VE;-1.60607643307223;48.0775510610598
35196;AVENUE GERAULT / CHAMP MELOUIN;Aérien;Public;;;20080331;VE;-1.83501132542343;48.074593326795
35066;SQUARE DU BEARN;Aérien;Public;;;20080328;VE;-1.70845010328611;48.041508078828
35250;;;;;;20100331;JM-VE;-1.59974422060873;48.0252714060379
35039;La Haute Croix Rouge;Aérien;Public;Sans;Gravier;20080314;VE;-1.48684699671567;48.1020499818485
35334;Hubert Curien (à gauche en montant-sur parking) angle Sophie Germain;Aérien;Public;Sans;Enrobé;20100407;OM-MM;-1.57541598472099;48.149619441523
35238;Rue du Gast;Aérien;Public;;;20080107;VE;-1.66171609765697;48.1319825717296
35238;Rue de Brest (face Caisse d Epargne);Aérien;Public;;;20080226;VE;-1.68748368242873;48.1123484420981
35278;RUE DE BELLEVUE;Aérien;Public;;;20080424;OM-MM-VE;-1.68463987011916;48.1555403056813
35250;;;;;;20080403;VE;-1.57698896883385;48.0150195062454
35206;;Enterré;Public;Sans;Métal;20100715;VE;-1.66442770455507;48.0342133207556
35047;DOMAINE DE CICE BLOSSAC  AV. DE LA CHAISE PRES TRANSFO;Aérien;Public;;;;VE;-1.76614508048601;48.0336001599107
35238;Rue de Suisse;Aérien;Public;;;20080107;VE;-1.66366809985976;48.08644923104
35055;RUE DES MELLIETTES;Aérien;Public;;;;VE;-1.61534617870775;48.0861010762844
35238;Place du Général Giraud (angle rue de Plélo - Emile Souvestre);Aérien;Public;;;20080201;VE;-1.67864265175398;48.1063839577891
35051;LA VICTOIRE  ROUTE DE FOUGERES ANGLE ROUTE DE SAINT GREGOIRE;Aérien;Public;;;20080325;VE;-1.60692731380656;48.1463843896297
35238;Rue du Pré Botté (angle rue de Nemours);Enterré;Public;Sans;Métal;20100311;OM-VE;-1.68001510654446;48.1092900312844
35238;23  place de Serbie;Enterré;Public;Sans;Métal;20100506;OM-MM-VE;-1.65834467086386;48.0874284730428
35189;RUE JEAN JAURES;Aérien;Public;;;20080331;OM-MM;-1.71592138802075;48.1534778056921
35238;Rue Papu (angle rue de l Orgeril);Aérien;Public;;;20080226;VE;-1.69443002173683;48.1109030024168
35206;LA TOUCHE ( vers Vern)  CAMPAGNE;Aérien;Public;;;20080401;VE;-1.64145438180617;48.0488643227938
35088;boulevard de la Gare (devant salle des fêtes);Aérien;Public;Sans;Enrobé;20100203;VE;-1.58127930589098;47.9825229302008
35238;Avenue des Pays-Bas (angle allée d Amsterdam);Aérien;Public;Sans;Enrobé;;OM;-1.66118684751594;48.0842043271513
35059;PARKING DEVANT SERVICES TECHNIQUES;Aérien;Public;;;20080331;VE;-1.73497001098976;48.1796795206587
35088;;;;;;20080331;VE;-1.59227794003036;47.9915808875437
35238;Boulevard du Portugal (angle allée de Coïmbra);Aérien;Public;;;20080107;VE;-1.67385750495866;48.0835684817274
35238;Square Joseph Tortelier;Aérien;Public;;;20080226;VE;-1.70847502849975;48.097041140133
35238;Face au 10  square de Bosnie;Enterré;Public;Sans;Métal;20100407;OM-MM-VE;-1.65643263231543;48.0886942695873
35238;Face au 42  rue Marc Sangnier;Aérien;Privé;Sans;;;OM-MM;-1.65557246460507;48.0932734441396
35047;RUE DES ECOTAIS ANGLE RUE DU CLOS BERHAULT;Aérien;Public;;;;VE;-1.7301064106763;48.0231064454055
35238;1  boulevard de Bulgarie;Aérien;Public;Haie;Béton;;OM;-1.6602781998875;48.0848025604694
35238;Rue Frédéric Mistral (angle boulevard Léon Grimault);Aérien;Public;Haie;;;OM-MM;-1.65618960974153;48.0914876852618
35196;SALLE BEAUSEJOUR RUE DU DOCTEUR DORDAIN;Aérien;Public;;;20080331;VE;-1.84200730361796;48.0711082225541
35281;AVENUE DE LA GAUTRAIS  AEROPORT;Aérien;Public;;;20080425;VE;-1.72470150829799;48.061806816704
35210;AVENUE PAUL SERUSIER LES SABLONNES;Aérien;Public;;;20080401;OM-MM-VE;-1.7750195619199;48.1523176016953
35076;AVENUE DU MAIL;Aérien;Public;;;;VE;-1.78376702580139;48.0549799763304
35131;RUE DE CHATEAUBRIAND;Aérien;Public;;;20080331;VE;-1.81331319330512;48.1275988087868
35189;TERRAIN DES SPORTS RUE DE RENNES;Aérien;Public;;;20080331;VE;-1.71282531425415;48.1553896346021
35238;Rue Martenot (face à l Eglise);Aérien;Public;;;;VE;-1.67356283655323;48.1127739371563
35238;Place Sainte-Anne (côté rue d Echange);Enterré;Public;Sans;Résine;;OM-MM;-1.68101222943807;48.1145448096629
35238;Square de Kergus;Enterré;Public;Sans;Résine;20100428;VE;-1.6738388812343;48.1079066991462
35039;Le Patis;Aérien;Public;Sans;Gravier;20080314;VE;-1.50306486359126;48.109472762358
35278;Résidence personnes agées ALLEE DE LA CHAPELLERIE;Aérien;Public;;;20080424;OM-MM;-1.68384457759344;48.1562525531711
35238;2  place de la Baltique;Aérien;Public;Sans;;;OM-MM;-1.64950143383402;48.0919043893198
35131;RUE DU LAVOIR;Aérien;Public;;;20080331;VE;-1.81899802500615;48.1253056019088
35210;BD NOMINOE;Aérien;Public;;;20090303;OM-MM-VE;-1.77049029181253;48.1418855676953
35238;Rue Jules Lallemand (angle allée Julien Germain);Aérien;Public;;;20080226;VE;-1.70573800432786;48.1005145462692
35238;Boulevard Albert 1er (angle avenue du canada);Enterré;Public;Sans;Métal;;OM-MM-VE;-1.68302826808585;48.0893728846385
35238;Boulevard Albert 1er (angle square des Hautes Chalais);Aérien;Privé;Grillage - Haie;Béton;;OM-MM;-1.68136890574142;48.0894657954908
35039;voie communale n°103 (devant le cimetière);Aérien;Public;Sans;Enrobé;20100203;VE;-1.47848090091467;48.1104642521892
35238;Rue Malmanche (après sortie parking);Aérien;Public;;;;VE;-1.63485911458751;48.1288568429954
35024;Déchèterie (La Noë Huet);Aérien;Public;;;20080310;JM-VE;-1.67456766852619;48.1755372794277
35210;Déchèterie (La Petite Fosse);Aérien;Public;;;20080401;JM-VE;-1.79554878020144;48.1481770374343
35238;Rue de Nantes (angle rue Victor Rault );Aérien;Public;Sans;Pavé;20100906;VE;-1.69134708262921;48.0925068139873
35238;6  rue d Exeter;Aérien;Public;Haie;Gravier;;OM-MM;-1.65689619504584;48.1275414434606
35238;face au 1  square des Grisons;Enterré;;Sans;Métal;;OM-MM-VE;-1.6624293262172;48.0876464345644
35001;RUE DES TERTRES / LA NOE;Aérien;Public;;;20100519;VE;-1.53524274809282;48.1372702269515
35352;PARKING DE LA GARE;Aérien;Public;;;;VE;-1.59625021667323;48.0468845003386
35047;AVENUE D OUESSANT;Enterré;Public;Sans;Métal;;VE;-1.76495928258796;48.0264739532933
35238;Face au n°18  square de Nimègue;Enterré;Public;Sans;Enrobé;20100428;OM-MM;-1.65994179798198;48.0853220368448
35238;85bis  rue de Dinan;Aérien;Public;;;;VE;-1.68254896760461;48.1182917597691
35238;Avenue des Gallets (face rue Xavier Grall);Aérien;Public;;;;VE;-1.64234676703911;48.1282789700123
35238;2  rue Emile Bernard;Aérien;Public;;;20080104;VE;-1.66596859409197;48.1371910550707
35238;Rue d Espagne (angle allée des Asturies);Aérien;Public;Haie;Béton;;OM;-1.6731391536634;48.0865782377439
35238;Rue de la Barbotière (près du Garage Volvo);Aérien;Public;;;20080110;VE;-1.66685921269196;48.1098038306817
35278;RUE DU PRESSOIR GODIER;Aérien;Public;;;20100824;OM-MM;-1.68294470402604;48.1471779794952
35238;Face au 5 rue de Juillet;Enterré;Public;Sans;Métal;;OM-VE;-1.68449063596917;48.1123817155356
35238;Boulevard Franklin Roosevelt;Aérien;Public;;;20071217;VE;-1.66006548144732;48.096496177566
35055;RUE FRANCOISE DOLTO  ANGLE RUE D HALLOUVRY;Aérien;Public;;;;OM-MM-VE;-1.61366215481541;48.0912358550012
35238;10  allée de Brno;Aérien;Public;;;20080107;VE;-1.66225545406413;48.1277957671967
35238;Square du Cormier (angle avenue des Pays-Bas);Aérien;Public;Haie;Gravier;;OM-MM-VE;-1.65937900996188;48.0901274748464
35196;Déchèterie (ZA des Fontenelles  rue de la Croix Ignon);Aérien;Public;;;20080331;JM-VE;-1.82832106363585;48.0833878998849
35238;Rue Yann Sohier (face square Colonel Rémy);Aérien;Public;;;;VE;-1.63249890769229;48.1273431140468
35238;31  rue Mirabeau;Aérien;Privé;;;;VE;-1.64457477974581;48.1241337737839
35238;Avenue Winston Churchill (angle rue de Bourgogne);Aérien;Public;Sans;;20080226;VE;-1.70789856659245;48.1183873345329
35189;COLLECTIFS.RUE GEORGES HARDY;Aérien;Public;;;20080331;OM-MM;-1.71666005647894;48.1560191400194
35189;RUE JEAN JAURES FACE RUE JEAN GUEHENNO;Aérien;Public;;;20080331;VE;-1.715200448897;48.1524822371601
35238;Rue d Espagne (Centre commercial Italie);Enterré;Public;Sans;Résine;20080107;VE;-1.66821740385353;48.0865077942562
35001;LES ECOTAIS  CAMPAGNE;Aérien;Public;;;20080229;VE;-1.54697816564725;48.1489555478024
35238;face au 63  rue Alphonse Guérin;Aérien;Public;;;20071217;VE;-1.65958386304442;48.1092356667519
35051;LE GRIPPE;;Public;Sans;Gravier;20080826;OM-MM-VE;-1.59220570090206;48.1160680018452
35238;Rue Jean-Pierre Calloc h (angle rue Ribot);Aérien;Public;;;20080226;VE;-1.71368759644513;48.1103221278525
35238;35  37  boulevard du Portugal;Aérien;Public;Haie;Enrobé;;OM;-1.66481375791187;48.0836573749157
35206;RUE DU GUE  PARKING DU CIMETIERE;Aérien;Public;;;20080401;VE;-1.67127974219772;48.0379770137866
35055;Croisement mail Félix Leclerc et ruelle menant à la placette Léo Ferré;Enterré;Public;Sans;Métal;20100310;OM-MM;-1.60291940852313;48.0852058827657
35238;Centre commercial Alma (côté livraisons près du compacteur);Aérien;Public;Sans;Enrobé;20080107;VE;-1.68203498700491;48.0838201976968
35238;Rue des Plantes;Aérien;Public;;;;VE;-1.64866578169532;48.1215098525115
35238;3  allée de Malmoë;Aérien;Public;Haie;Gravier;;OM-MM;-1.68054011930258;48.0868830596405
35055;ANGLE RUE DU PRE JOLY ET RUE DE L OLIVET;Aérien;Public;;;20071129;VE;-1.61530398980535;48.0840239117636
35238;Avenue du Sergent Maginot (angle rue Hippolyte Lucas);Aérien;Public;;;20080110;VE;-1.67161152423806;48.109799883626
35238;Rue Albert de Mun;Aérien;Public;Sans;Enrobé;20080108;VE;-1.66538827888955;48.1020406968988
35238;Rue d Echange (angle rue de Dinan);Enterré;;Sans;Métal;20100203;OM-MM-VE;-1.68435178868929;48.1151849762809
35334;LA CHENAIE  ROUTE DE BETTON A DROITE AVANT LE PONT;Aérien;Public;;;20090722;VE;-1.59906888854516;48.155649825622
35281;RUE PIERRE BROSSOLETTE;Aérien;Public;;;20080425;VE;-1.69200751992315;48.0920052279631
35210;RUE  TANGUY PRIGENT / MICHEL GERARD;Aérien;Public;;;20080401;VE;-1.76772874247278;48.14860299705
35238;11  rue Alexandre Lefas;Aérien;Privé;Sans;Enrobé;;MM;-1.65562469263414;48.1309880807949
35189;RUE DES COURTINES  SALLE DES FETES;Aérien;Public;;;20080331;VE;-1.71562124433679;48.1573195369051
35238;Boulevard Oscar Leroux (Centre commercial de la Binquenais);Aérien;Public;Sans;Enrobé;;VE;-1.66559660420119;48.0913019398216
35238;Rue de Brest (angle rue du Père Lebret);Aérien;Public;;;20080226;VE;-1.69667426899532;48.11333888188
35047;KER-LANN  CONTOUR SAINT EXUPERY;Aérien;Public;;;20080314;VE;-1.74194577783793;48.0472622767799
35238;Avenue de Cork (parking collège du Landry);Aérien;Public;;;;VE;-1.64909815128221;48.0975814483671
35055;RUE DE LA TOUCHE ANNETTE ANGLE MAIL FRANCOIS MITTERAND;Enterré;Public;Sans;Métal;20080904;OM-MM-VE;-1.60927049451586;48.0857042257155
35240;RUE DU CHAMP NEUF FERME DU CHAMP FRESLON;Aérien;Public;;;20080331;VE;-1.80391575523385;48.098398270771
35238;Rue du Bosphore (près du Mac Donald);Aérien;Public;Sans;Enrobé;20080107;VE;-1.67960994600419;48.0823643701375
35238;Devant l entrée de la résidence Les Glénans;;;;;20100310;OM-MM;-1.63473490036063;48.1229010987563
35196;Place de la Mairie (sur le parking à l arrière de la Mairie);Aérien;Public;Sans;Enrobé;20100310;VE;-1.84641879851037;48.0727275254577
35066;collectifs  LES FLORIANNES;Aérien;Public;Sans;Béton;20080328;OM-MM-VE;-1.70662411113718;48.0407077750071
35278;RUE DE L ETANG AU DIABLE  ROND POINT LECLERC A COTE TRANSFO;Aérien;Public;;;20080424;VE;-1.68571496018613;48.1375104201254
35066;PARKING DU CIMETIERE RUE PASTEUR;Aérien;Public;;;20080328;VE;-1.70590259160161;48.0438644881044
35238;Place Hoche (face au 22  rue Saint-Melaine);Aérien;Public;Sans;Pavé;;OM-MM;-1.67706326569253;48.1149501475362
35238;Allée du Danemark;Aérien;Public;Sans;;;OM-MM;-1.64793333886936;48.09160655522
35238;26  avenue Jean Janvier;Aérien;Public;;;;VE;-1.67280505593419;48.1049485410576
35238;Campus de Beaulieu (Avenue Charles Foulon);Aérien;Privé;;;;MM;-1.64504432475084;48.1209215666156
35238;Avenue des Pays-Bas (angle allée du Gacet);Aérien;Public;Sans;Enrobé;20080107;VE;-1.66124399139982;48.0854270311275
35238;Boulevard du Portugal (angle allée des Asturies);Aérien;Public;;;20080107;VE;-1.67176393819421;48.0837553423452
35353;PONT LAGOT;Aérien;Public;;;20080425;VE;-1.74233272335821;48.1186025097607
35238;Campus de Beaulieu (Bâtiment 33 B);Aérien;Privé;;;;MM;-1.64152216678773;48.1252007229282
35238;2  place du Banat;Aérien;Public;Haie;Béton;;OM-MM-VE;-1.65499476455512;48.0867203497921
35250;;;;;;20080403;VE;-1.59790127199364;48.0145383461607
35334;Déchèterie (ZA de Bellevue  l Omelais);Aérien;Public;;;20080425;JM-VE;-1.59217219495771;48.1531986305575
35238;Carrefour Nitsch (angle boulevard de la Tour d Auvergne);Aérien;Public;;;20080201;VE;-1.68388886428658;48.1020016245797
35238;RUE BIGOT DE PREAMENEU ANGLE RUE GABRIEL FAURE;Enterré;Public;Sans;Métal;20080523;VE;-1.66812423338489;48.0952208190181
35001;SERVICES TECHNIQUES a coté de la Déchèterie;Aérien;Public;;;20080229;VE;-1.51750026469157;48.1380061833568
35352;PARKING LA CROIX MALINGE RUE DE CHATEAUBRIAND;Aérien;Public;;;20080425;VE;-1.60230108580632;48.0386113120671
35210;RUE DES HAGUINS DANS LA RUE DE VERGEAL;Aérien;Public;;;20080403;VE;-1.78637514459923;48.1535878969989
35238;;Aérien;Public;Sans;Béton;20100309;OM-MM;-1.66970352232301;48.1276408754333
35238;Rue Georges Cadoudal (angle rue Vanneau);Aérien;Public;;;20080226;VE;-1.69324224095119;48.1119469859533
35238;12  allée de Brno;Aérien;Privé;Béton;Béton;;OM;-1.65986047514689;48.1277916278682
35206;Boulevard des Côteaux (angle rue Suzanne Prou);Aérien;Public;Sans;Gravier;20100715;OM-MM;-1.66566957268548;48.0344685928681
35210;RUE JEAN HOLLIER/Pelletier;Aérien;Public;;;20080401;OM-MM;-1.76810509821591;48.1454236655218
35238;Allée du Labrador;Aérien;Public;Grillage - Haie;Gravier;;OM-MM;-1.68327239915393;48.0886982207806
35238;1  chemin de Torigné;Aérien;Public;Haie;Terre;;OM-MM;-1.6575241930681;48.0851665600157
35238;Face au 91  rue de l Alma;Aérien;Public;Sans;Gravier;20100504;VE;-1.67467176600819;48.0958716985603
35238;Boulevard Laënnec (angle rue Dupont des Loges);Aérien;Public;;;20080110;VE;-1.66591740738629;48.1078446059323
35238;RUE SAINT LOUIS ANGLE RUE DES MINIMES;Enterré;Public;Sans;Métal;20080523;OM-MM;-1.68438855721005;48.1131581271812
35208;VILLAGE DE L HERMITIERE;Aérien;Public;;;20080401;VE;-1.68182569761513;47.9643354745129
35210;RUE  L J BOUTIN Z.A. LA PLANCHE FRAGLINE;Aérien;Public;;;20080401;VE;-1.76645725326987;48.1472643117863
35051;LES HAUTS DE BRAY (transfo);Enterré;Public;;;20090611;VE;-1.61017630901309;48.1094141121302
35238;Rue Noël Blayau (collecte interne);Aérien;Public;;;20080225;VE;-1.69952562113173;48.1052611260617
35206;Rue Aimé Césaire;Aérien;Public;Sans;Terre;20080904;OM-MM;-1.67226749687755;48.0367397937464
35353;RUE DE LA ROSAIE ( collectifs);Aérien;Public;;;20080425;OM-MM;-1.76011705575575;48.1212750418075
35238;Boulevard de Bulgarie (angle square de Sofia);Aérien;Public;Haie;Béton;;OM;-1.6597477408239;48.084541528943
35196;AVENUE DU CAS ROUGE ANGLE ALLEE DU RUISSEAU;Aérien;Public;;;20080331;VE;-1.83774375708274;48.0745769171313
35206;LE VALLON  CAMPAGNE CERS RENNES;Aérien;Public;;;20080401;VE;-1.69644264391501;48.0696996922863
35238;Rue Charles Géniaux (près du complexe sportif);Aérien;Public;;;20080226;VE;-1.71204118304005;48.11094667144
35238;Rue du Morbihan (centre commercial);Aérien;Public;;;;VE;-1.66717393074847;48.1355284576811
35238;Rue Alexandre Duval (face rue Pierre Hévin);Aérien;Public;;;20071119;VE;-1.69116865240677;48.1033082122683
35032;VILLAGE DE CHÂTEAU LOGE LA PERELLE ROUTE DE SAINT ERBLON;Aérien;Public;;;20090907;VE;-1.6300239745421;47.9991826273214
35278;RUE DE CEZEMBRE;Aérien;Public;;;20080424;OM-MM;-1.68595026708691;48.155471999281
35238;Rue Noël Blayau;Aérien;Public;;;20080225;VE;-1.69799579032262;48.1057377393748
35238;Boulevard de l Yser (angle 29  square des Hautes Chalais);Aérien;Privé;Brique - Grillage - Haie;Béton;;OM-MM;-1.67712262314565;48.0917632114469
35238;23  boulevard Charles Peguy);Aérien;Public;;;;VE;-1.65205156103566;48.1200532228189
35238;Rue de Suède (allée de Göteborg)-;Enterré;Public;Sans;Métal;20100303;OM-MM;-1.67884064432488;48.0866289861618
35240;Avenue des Champs Frelons / BOUVARDIERE;Aérien;Public;;;;OM-MM;-1.8016370400794;48.0989862424682
35051;Rue de la Rivière (Bâtiment G);Enterré;Public;Sans;;20100331;OM-MM-VE;-1.61938816593906;48.1136543140211
35238;Square du Général Aubrée;Aérien;Privé;Sans;Béton;;OM-MM-VE;-1.68260734421537;48.094771673334
35278;LES RABINARDIERES ROUTE DE MELESSE;Aérien;Public;;;20080424;OM-MM;-1.68771113797761;48.1757571394422
35238;3  rue du Cardinal Charost;Aérien;Privé;Béton;Béton;;OM;-1.66442830289243;48.1259612280344
35278;RUE DES MELLIERS;Aérien;Public;;;20100824;OM-MM-VE;-1.68350481225909;48.1467112657083
35238;58  boulevard Marbeuf (face rue de Bisson);Aérien;Public;;;20080226;VE;-1.70678885279167;48.1097275586156
35066;PLACE DE L AUDITOIRE RUE JULES ROBERT;Aérien;Public;;;20080328;VE;-1.70216652091048;48.0423334749836
35238;Boulevard Léon Grimault (face rue Paul Bourget);Aérien;Public;;;;VE;-1.65448879816793;48.0912124648555
35278;ALPHASIS. COTE MOULIN DE L OLIVET HOTEL B.B;Aérien;Public;;;20080424;OM;-1.69896526541371;48.155637974854
35238;Place Honoré Commereuc (côté rue Jules Simon);Enterré;Public;Sans;Résine;;VE;-1.67930577890983;48.1082195518778
35353;Déchèterie (rue du Domaine);Aérien;Public;;;20080425;JM-VE;-1.75249621166857;48.1110581018334
35066;RUE DU TREGOR (collectifs);Aérien;Public;;;20080328;OM-MM;-1.70479336527778;48.0344696389784
35238;22  cours de Bilbao;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.66966449799052;48.0856436992238
35238;Résidence Bréhat;Aérien;Privé;Sans;Enrobé;20100331;OM-MM-VE;-1.63495845831161;48.123244115288
35275;RESIDENCES LES AMENDIERS RUE LOUISE MICHEL;Aérien;Public;;;20080403;OM-VE;-1.83438627088406;48.1537375815371
35275;PARKING RUE DU PARC FACE LE CLOS MARGOT;Aérien;Public;;;20080403;OM-VE;-1.82974798448293;48.1523437398782
35240;RESIDENCE DE LA NOE N°1 à N° 13;Aérien;Public;;;;OM-MM;-1.79738960221741;48.0996763736487
35250;;;;;;20080403;VE;-1.58741969626723;48.0036434955267
35001;RUE DU CLOS DES  VIGNES;Aérien;Public;;;20080229;VE;-1.53162202208085;48.1372046389947
35238;10  square de Bosnie;Aérien;Public;Treillis soudé;Enrobé;;OM-MM;-1.65664496357848;48.088987122714
35238;Square du Haut Blosne;Aérien;Privé;Sans;Enrobé;;OM-MM;-1.69722998133187;48.0859947035169
35210;COLLECTIF LES PATRICIALES BD NOMINOE;Aérien;Public;;;20080401;OM-MM-VE;-1.78083693480365;48.1468266055356
35238;11   avenue des Gayeulles;Aérien;Privé;;;20080107;VE;-1.65223752049568;48.1285558683916
35238;face au 19  rue de la Marbaudais;Enterré;Privé;Sans;Métal;20100203;OM-MM-VE;-1.6629709248974;48.12607009348
35055;RUE DE LA CHAUMINAIS;Aérien;Public;;;;MM;-1.61921978057971;48.0857903319102
35051;LE CHENE MORAND  Z.I. SUD EST;Aérien;Public;;;20080325;VE;-1.61448129703811;48.1006360393958
35238;Villa de Moravie (angle chemin du Landrel);Enterré;Public;Sans;Métal;20100104;OM-MM-VE;-1.65644054945453;48.0899517211767
35238;12  rue Monsieur Vincent;Aérien;Public;Sans;;;OM;-1.65385465078331;48.0917112564947
35238;Rue Bigot de Préameneu (angle rue Coutanceau);Aérien;Public;Sans;Enrobé;;VE;-1.66688858270311;48.0971553345049
35238;1  avenue du Canada;Aérien;Public;Grillage - Haie;Terre;20100303;OM-MM-VE;-1.68210840315885;48.0886549504783
35238;Rue d Antrain (angle rue Jules Ferry);Aérien;Public;;;;VE;-1.67106320270573;48.1212598776237
35238;Rue du Cardinal Charost;Enterré;Public;Sans;Résine;;VE;-1.66408433429411;48.1260359867539
